timestamp;sample_val;
1.8689569160997732s;0;
1.8700907029478457s;0;
1.8712244897959185s;0;
1.872358276643991s;0;
1.8734920634920635s;0;
1.874625850340136s;0;
1.8757596371882086s;0;
1.8768934240362811s;0;
1.8780272108843539s;0;
1.8791609977324264s;0;
1.880294784580499s;0;
1.8814285714285715s;18140;
1.882562358276644s;0;
1.8836961451247165s;25366;
1.8848299319727893s;704;
1.881451247165533s;0;
1.8825850340136057s;0;
1.8837188208616782s;0;
1.8848526077097507s;0;
1.8859863945578232s;0;
1.8871201814058958s;0;
1.8882539682539683s;0;
1.889387755102041s;0;
1.8905215419501136s;0;
1.891655328798186s;0;
1.8927891156462586s;0;
1.8939229024943312s;0;
1.8950566893424037s;0;
1.8961904761904764s;10259;
1.897324263038549s;0;
1.8984580498866215s;0;
1.899591836734694s;0;
1.9007256235827665s;0;
1.901859410430839s;0;
1.9029931972789116s;0;
1.9041269841269843s;0;
1.9052607709750569s;0;
1.9063945578231294s;0;
1.907528344671202s;0;
1.9086621315192744s;0;
1.909795918367347s;32030;
1.9109297052154197s;746;
1.9075510204081634s;0;
1.9086848072562361s;0;
1.9098185941043087s;0;
1.9109523809523812s;0;
1.9120861678004537s;0;
1.9132199546485262s;0;
1.9143537414965988s;0;
1.9154875283446715s;24804;
1.916621315192744s;0;
1.9177551020408166s;0;
1.918888888888889s;0;
1.9200226757369616s;0;
1.9211564625850341s;0;
1.922290249433107s;0;
1.9234240362811794s;0;
1.924557823129252s;0;
1.9256916099773245s;0;
1.926825396825397s;0;
1.9279591836734695s;0;
1.9290929705215423s;0;
1.9302267573696148s;0;
1.9313605442176873s;0;
1.9324943310657599s;0;
1.9336281179138324s;0;
1.934761904761905s;1860;
1.9358956916099777s;9712;
1.9370294784580502s;435;
1.9336507936507938s;0;
1.9347845804988664s;0;
1.935918367346939s;0;
1.9370521541950114s;0;
1.938185941043084s;0;
1.9393197278911565s;0;
1.940453514739229s;0;
1.9415873015873018s;0;
1.9427210884353743s;0;
1.9438548752834468s;8199;
1.9449886621315193s;0;
1.9461224489795919s;0;
1.9472562358276644s;0;
1.9483900226757371s;0;
1.9495238095238097s;0;
1.9506575963718822s;0;
1.9517913832199547s;0;
1.9529251700680272s;0;
1.9540589569160998s;0;
1.9551927437641725s;0;
1.956326530612245s;0;
1.9574603174603176s;0;
1.95859410430839s;0;
1.9597278911564626s;0;
1.9608616780045351s;0;
1.961995464852608s;20062;
1.9631292517006804s;233;
1.959750566893424s;0;
1.9608843537414966s;0;
1.9620181405895691s;26073;
1.9631519274376417s;0;
1.9642857142857142s;0;
1.9654195011337867s;0;
1.9665532879818595s;14736;
1.967687074829932s;20562;
1.9688208616780045s;0;
1.969954648526077s;0;
1.9710884353741496s;0;
1.972222222222222s;0;
1.9733560090702948s;0;
1.9744897959183674s;0;
1.97562358276644s;0;
1.9767573696145124s;0;
1.977891156462585s;0;
1.9790249433106575s;0;
1.98015873015873s;207;
1.9812925170068028s;0;
1.9824263038548753s;0;
1.9835600907029478s;0;
1.9846938775510203s;0;
1.9858276643990929s;0;
1.9869614512471654s;0;
1.9880952380952381s;2490;
1.9892290249433107s;241;
1.9858503401360545s;0;
1.986984126984127s;0;
1.9881179138321996s;0;
1.9892517006802721s;0;
1.9903854875283447s;0;
1.9915192743764172s;0;
1.99265306122449s;0;
1.9937868480725625s;0;
1.994920634920635s;0;
1.9960544217687075s;18935;
1.99718820861678s;0;
1.9983219954648526s;0;
1.9994557823129253s;0;
2.0005895691609976s;15158;
2.0017233560090704s;0;
2.002857142857143s;0;
2.0039909297052154s;0;
2.005124716553288s;0;
2.0062585034013605s;0;
2.007392290249433s;0;
2.0085260770975055s;0;
2.0096598639455783s;0;
2.010793650793651s;0;
2.0119274376417233s;0;
2.013061224489796s;26955;
2.0141950113378684s;2973;
2.015328798185941s;51;
2.011950113378685s;635;
2.0130839002267575s;0;
2.0142176870748303s;0;
2.0153514739229026s;0;
2.0164852607709753s;0;
2.0176190476190476s;0;
2.0187528344671204s;10129;
2.0198866213151927s;0;
2.0210204081632654s;0;
2.022154195011338s;0;
2.0232879818594105s;0;
2.0244217687074832s;0;
2.0255555555555556s;0;
2.0266893424036283s;0;
2.0278231292517006s;0;
2.0289569160997734s;0;
2.030090702947846s;0;
2.0312244897959184s;0;
2.032358276643991s;0;
2.0334920634920635s;11056;
2.034625850340136s;5628;
2.035759637188209s;8862;
2.0368934240362813s;11589;
2.038027210884354s;1754;
2.0391609977324263s;3156;
2.040294784580499s;1003;
2.0414285714285714s;10;
2.038049886621315s;13319;
2.039183673469388s;0;
2.0403174603174605s;0;
2.041451247165533s;3329;
2.0425850340136056s;0;
2.043718820861678s;0;
2.0448526077097506s;0;
2.045986394557823s;0;
2.0471201814058957s;0;
2.0482539682539684s;0;
2.0493877551020407s;0;
2.0505215419501135s;0;
2.051655328798186s;0;
2.0527891156462585s;0;
2.053922902494331s;9193;
2.0550566893424036s;0;
2.0561904761904763s;0;
2.0573242630385487s;0;
2.0584580498866214s;14759;
2.0595918367346937s;0;
2.0607256235827665s;0;
2.061859410430839s;0;
2.0629931972789115s;0;
2.0641269841269843s;0;
2.0652607709750566s;7606;
2.0663945578231293s;353;
2.0675283446712016s;8;
2.0641496598639453s;0;
2.065283446712018s;2744;
2.0664172335600908s;14683;
2.067551020408163s;0;
2.068684807256236s;0;
2.069818594104308s;0;
2.070952380952381s;0;
2.072086167800453s;0;
2.073219954648526s;0;
2.0743537414965987s;0;
2.075487528344671s;0;
2.0766213151927437s;0;
2.077755102040816s;0;
2.078888888888889s;13114;
2.0800226757369615s;0;
2.081156462585034s;0;
2.0822902494331066s;0;
2.083424036281179s;0;
2.0845578231292516s;0;
2.085691609977324s;0;
2.0868253968253967s;0;
2.0879591836734694s;0;
2.0890929705215417s;0;
2.0902267573696145s;0;
2.091360544217687s;2573;
2.0924943310657595s;3711;
2.0936281179138323s;276;
2.090249433106576s;0;
2.0913832199546487s;0;
2.0925170068027215s;27922;
2.0936507936507938s;0;
2.0947845804988665s;0;
2.095918367346939s;0;
2.0970521541950116s;27799;
2.098185941043084s;20659;
2.0993197278911566s;0;
2.1004535147392294s;21232;
2.1015873015873017s;0;
2.1027210884353744s;0;
2.1038548752834467s;0;
2.1049886621315195s;30081;
2.106122448979592s;5387;
2.1072562358276645s;28636;
2.1083900226757373s;2949;
2.1095238095238096s;0;
2.1106575963718823s;0;
2.1117913832199546s;512;
2.1129251700680274s;0;
2.1140589569161s;25823;
2.1151927437641724s;0;
2.116326530612245s;0;
2.1174603174603175s;0;
2.1185941043083902s;23431;
2.119727891156463s;575;
2.116349206349206s;32474;
2.117482993197279s;0;
2.1186167800453517s;0;
2.119750566893424s;0;
2.1208843537414968s;0;
2.122018140589569s;19425;
2.123151927437642s;0;
2.1242857142857146s;0;
2.125419501133787s;0;
2.1265532879818596s;0;
2.127687074829932s;15530;
2.1288208616780047s;0;
2.129954648526077s;0;
2.1310884353741497s;0;
2.1322222222222225s;0;
2.1333560090702948s;0;
2.1344897959183675s;0;
2.13562358276644s;2383;
2.1367573696145126s;0;
2.137891156462585s;0;
2.1390249433106576s;0;
2.1401587301587304s;1861;
2.1412925170068027s;0;
2.1424263038548754s;0;
2.1435600907029477s;0;
2.1446938775510205s;16484;
2.1458276643990932s;643;
2.1424489795918364s;0;
2.143582766439909s;0;
2.144716553287982s;0;
2.1458503401360542s;0;
2.146984126984127s;0;
2.1481179138321993s;0;
2.149251700680272s;0;
2.150385487528345s;0;
2.151519274376417s;0;
2.15265306122449s;0;
2.153786848072562s;0;
2.154920634920635s;0;
2.156054421768707s;0;
2.15718820861678s;0;
2.1583219954648527s;0;
2.159455782312925s;0;
2.1605895691609978s;0;
2.16172335600907s;0;
2.162857142857143s;0;
2.1639909297052156s;0;
2.165124716553288s;0;
2.1662585034013606s;0;
2.167392290249433s;0;
2.1685260770975057s;0;
2.169659863945578s;0;
2.1707936507936507s;0;
2.1719274376417235s;0;
2.168548752834467s;0;
2.1696825396825394s;0;
2.170816326530612s;0;
2.1719501133786845s;0;
2.1730839002267572s;0;
2.1742176870748295s;0;
2.1753514739229023s;0;
2.176485260770975s;0;
2.1776190476190473s;0;
2.17875283446712s;0;
2.1798866213151924s;0;
2.181020408163265s;0;
2.1821541950113374s;0;
2.18328798185941s;0;
2.184421768707483s;0;
2.1855555555555553s;0;
2.186689342403628s;0;
2.1878231292517003s;0;
2.188956916099773s;0;
2.190090702947846s;0;
2.191224489795918s;0;
2.192358276643991s;0;
2.193492063492063s;0;
2.194625850340136s;0;
2.195759637188208s;0;
2.196893424036281s;0;
2.1980272108843537s;0;
2.194648526077098s;0;
2.19578231292517s;0;
2.196916099773243s;0;
2.198049886621315s;0;
2.199183673469388s;0;
2.2003174603174602s;0;
2.201451247165533s;0;
2.2025850340136057s;0;
2.203718820861678s;0;
2.204852607709751s;0;
2.205986394557823s;0;
2.207120181405896s;0;
2.2082539682539686s;0;
2.209387755102041s;0;
2.2105215419501136s;0;
2.211655328798186s;0;
2.2127891156462587s;0;
2.213922902494331s;0;
2.2150566893424037s;0;
2.2161904761904765s;0;
2.217324263038549s;0;
2.2184580498866215s;0;
2.219591836734694s;0;
2.2207256235827666s;0;
2.221859410430839s;0;
2.2229931972789116s;0;
2.2241269841269844s;0;
2.220748299319728s;0;
2.2218820861678004s;0;
2.223015873015873s;0;
2.2241496598639454s;0;
2.225283446712018s;0;
2.2264172335600905s;0;
2.227551020408163s;0;
2.228684807256236s;0;
2.2298185941043083s;0;
2.230952380952381s;0;
2.2320861678004533s;0;
2.233219954648526s;0;
2.234353741496599s;0;
2.235487528344671s;0;
2.236621315192744s;0;
2.237755102040816s;0;
2.238888888888889s;0;
2.2400226757369612s;0;
2.241156462585034s;0;
2.2422902494331067s;0;
2.243424036281179s;0;
2.244557823129252s;0;
2.245691609977324s;0;
2.246825396825397s;0;
2.2479591836734696s;0;
2.249092970521542s;0;
2.2502267573696146s;1716;
2.2468480725623587s;0;
2.247981859410431s;0;
2.249115646258504s;0;
2.250249433106576s;0;
2.251383219954649s;0;
2.2525170068027216s;0;
2.253650793650794s;0;
2.2547845804988667s;0;
2.255918367346939s;0;
2.2570521541950117s;0;
2.258185941043084s;0;
2.2593197278911568s;0;
2.2604535147392295s;0;
2.261587301587302s;0;
2.2627210884353746s;0;
2.263854875283447s;0;
2.2649886621315196s;0;
2.266122448979592s;0;
2.2672562358276647s;0;
2.2683900226757374s;0;
2.2695238095238097s;0;
2.2706575963718825s;0;
2.2717913832199548s;0;
2.2729251700680275s;0;
2.2740589569161003s;0;
2.2751927437641726s;0;
2.2763265306122453s;0;
2.272947845804989s;0;
2.2740816326530613s;0;
2.275215419501134s;0;
2.2763492063492063s;0;
2.277482993197279s;0;
2.278616780045352s;0;
2.279750566893424s;0;
2.280884353741497s;0;
2.282018140589569s;0;
2.283151927437642s;0;
2.2842857142857143s;0;
2.285419501133787s;0;
2.2865532879818598s;0;
2.287687074829932s;0;
2.288820861678005s;0;
2.289954648526077s;0;
2.29108843537415s;0;
2.2922222222222226s;0;
2.293356009070295s;0;
2.2944897959183677s;0;
2.29562358276644s;0;
2.2967573696145127s;0;
2.297891156462585s;0;
2.2990249433106578s;0;
2.3001587301587305s;0;
2.301292517006803s;0;
2.3024263038548756s;0;
2.2990476190476192s;0;
2.3001814058956915s;0;
2.3013151927437643s;0;
2.3024489795918366s;0;
2.3035827664399093s;0;
2.304716553287982s;0;
2.3058503401360544s;0;
2.306984126984127s;0;
2.3081179138321994s;0;
2.309251700680272s;0;
2.3103854875283445s;0;
2.3115192743764172s;0;
2.31265306122449s;0;
2.3137868480725623s;0;
2.314920634920635s;0;
2.3160544217687073s;0;
2.31718820861678s;0;
2.318321995464853s;0;
2.319455782312925s;0;
2.320589569160998s;0;
2.32172335600907s;0;
2.322857142857143s;0;
2.3239909297052153s;0;
2.325124716553288s;0;
2.3262585034013608s;0;
2.327392290249433s;0;
2.328526077097506s;0;
2.32514739229025s;0;
2.326281179138322s;0;
2.327414965986395s;0;
2.3285487528344673s;0;
2.32968253968254s;0;
2.3308163265306128s;0;
2.331950113378685s;0;
2.333083900226758s;0;
2.33421768707483s;0;
2.335351473922903s;0;
2.336485260770975s;0;
2.337619047619048s;0;
2.3387528344671207s;0;
2.339886621315193s;0;
2.3410204081632657s;0;
2.342154195011338s;0;
2.343287981859411s;0;
2.3444217687074835s;0;
2.345555555555556s;0;
2.3466893424036286s;0;
2.347823129251701s;0;
2.3489569160997736s;0;
2.350090702947846s;0;
2.3512244897959187s;0;
2.3523582766439914s;0;
2.3534920634920637s;0;
2.3546258503401365s;0;
2.35124716553288s;0;
2.3523809523809525s;0;
2.353514739229025s;0;
2.3546485260770975s;0;
2.3557823129251703s;0;
2.356916099773243s;0;
2.3580498866213153s;0;
2.359183673469388s;0;
2.3603174603174604s;0;
2.361451247165533s;0;
2.362585034013606s;0;
2.363718820861678s;0;
2.364852607709751s;0;
2.3659863945578232s;0;
2.367120181405896s;0;
2.3682539682539683s;0;
2.369387755102041s;0;
2.3705215419501138s;0;
2.371655328798186s;0;
2.372789115646259s;0;
2.373922902494331s;0;
2.375056689342404s;0;
2.376190476190476s;0;
2.377324263038549s;0;
2.3784580498866217s;0;
2.379591836734694s;0;
2.3807256235827667s;0;
2.3773469387755104s;0;
2.3784807256235827s;0;
2.3796145124716555s;0;
2.3807482993197278s;0;
2.3818820861678005s;0;
2.3830158730158733s;0;
2.3841496598639456s;0;
2.3852834467120183s;0;
2.3864172335600906s;0;
2.3875510204081634s;0;
2.388684807256236s;0;
2.3898185941043084s;0;
2.390952380952381s;0;
2.3920861678004535s;0;
2.393219954648526s;0;
2.3943537414965985s;0;
2.3954875283446713s;0;
2.396621315192744s;0;
2.3977551020408163s;0;
2.398888888888889s;0;
2.4000226757369614s;0;
2.401156462585034s;0;
2.402290249433107s;0;
2.403424036281179s;0;
2.404557823129252s;0;
2.4056916099773242s;0;
2.406825396825397s;0;
2.403446712018141s;0;
2.4045804988662134s;0;
2.405714285714286s;0;
2.406848072562359s;0;
2.407981859410431s;0;
2.409115646258504s;0;
2.4102494331065762s;0;
2.411383219954649s;0;
2.4125170068027213s;0;
2.413650793650794s;0;
2.414784580498867s;0;
2.415918367346939s;0;
2.417052154195012s;0;
2.418185941043084s;0;
2.419319727891157s;0;
2.420453514739229s;0;
2.421587301587302s;0;
2.4227210884353747s;0;
2.423854875283447s;0;
2.4249886621315198s;0;
2.426122448979592s;0;
2.427256235827665s;0;
2.4283900226757376s;0;
2.42952380952381s;0;
2.4306575963718826s;0;
2.431791383219955s;29070;
2.4329251700680277s;13629;
2.429546485260771s;0;
2.430680272108843s;0;
2.431814058956916s;0;
2.4329478458049887s;0;
2.434081632653061s;0;
2.4352154195011337s;0;
2.436349206349206s;0;
2.437482993197279s;0;
2.438616780045351s;0;
2.439750566893424s;0;
2.4408843537414966s;0;
2.442018140589569s;0;
2.4431519274376416s;0;
2.444285714285714s;0;
2.4454195011337867s;0;
2.4465532879818594s;0;
2.4476870748299318s;0;
2.4488208616780045s;0;
2.449954648526077s;0;
2.4510884353741496s;0;
2.452222222222222s;0;
2.4533560090702946s;0;
2.4544897959183674s;0;
2.4556235827664397s;0;
2.4567573696145124s;0;
2.4578911564625847s;0;
2.4590249433106575s;0;
2.455646258503401s;0;
2.4567800453514734s;0;
2.457913832199546s;0;
2.459047619047619s;0;
2.4601814058956912s;0;
2.461315192743764s;0;
2.4624489795918363s;0;
2.463582766439909s;0;
2.4647165532879813s;0;
2.465850340136054s;0;
2.466984126984127s;0;
2.468117913832199s;0;
2.469251700680272s;0;
2.470385487528344s;0;
2.471519274376417s;0;
2.4726530612244897s;0;
2.473786848072562s;0;
2.4749206349206347s;0;
2.476054421768707s;0;
2.47718820861678s;0;
2.478321995464852s;0;
2.479455782312925s;0;
2.4805895691609976s;0;
2.48172335600907s;0;
2.4828571428571427s;0;
2.483990929705215s;0;
2.4851247165532877s;0;
2.481746031746032s;0;
2.482879818594104s;0;
2.484013605442177s;0;
2.4851473922902496s;0;
2.486281179138322s;0;
2.4874149659863947s;0;
2.488548752834467s;0;
2.4896825396825397s;0;
2.4908163265306125s;0;
2.4919501133786848s;0;
2.4930839002267575s;0;
2.49421768707483s;0;
2.4953514739229026s;0;
2.496485260770975s;0;
2.4976190476190476s;0;
2.4987528344671204s;0;
2.4998866213151927s;0;
2.5010204081632654s;0;
2.5021541950113377s;0;
2.5032879818594105s;0;
2.504421768707483s;0;
2.5055555555555555s;0;
2.5066893424036283s;0;
2.5078231292517006s;0;
2.5089569160997733s;0;
2.5100907029478456s;0;
2.5112244897959184s;0;
2.507845804988662s;0;
2.5089795918367344s;0;
2.510113378684807s;0;
2.51124716553288s;0;
2.512380952380952s;0;
2.513514739229025s;0;
2.514648526077097s;0;
2.51578231292517s;0;
2.5169160997732427s;0;
2.518049886621315s;0;
2.5191836734693878s;0;
2.52031746031746s;0;
2.521451247165533s;0;
2.522585034013605s;0;
2.523718820861678s;0;
2.5248526077097506s;0;
2.525986394557823s;0;
2.5271201814058957s;0;
2.528253968253968s;0;
2.5293877551020407s;0;
2.5305215419501135s;0;
2.5316553287981858s;0;
2.5327891156462585s;0;
2.533922902494331s;0;
2.5350566893424036s;0;
2.536190476190476s;0;
2.5373242630385486s;0;
2.5339455782312927s;0;
2.535079365079365s;0;
2.536213151927438s;0;
2.5373469387755105s;0;
2.538480725623583s;0;
2.5396145124716556s;0;
2.540748299319728s;0;
2.5418820861678006s;0;
2.5430158730158734s;0;
2.5441496598639457s;0;
2.5452834467120184s;0;
2.5464172335600908s;0;
2.5475510204081635s;0;
2.548684807256236s;0;
2.5498185941043086s;0;
2.5509523809523813s;0;
2.5520861678004536s;0;
2.5532199546485264s;0;
2.5543537414965987s;0;
2.5554875283446714s;0;
2.556621315192744s;0;
2.5577551020408165s;0;
2.558888888888889s;0;
2.5600226757369615s;0;
2.5611564625850343s;0;
2.5622902494331066s;0;
2.5634240362811793s;0;
2.560045351473923s;0;
2.5611791383219957s;0;
2.562312925170068s;0;
2.563446712018141s;0;
2.564580498866213s;0;
2.565714285714286s;0;
2.566848072562358s;0;
2.567981859410431s;0;
2.5691156462585036s;0;
2.570249433106576s;0;
2.5713832199546487s;0;
2.572517006802721s;0;
2.5736507936507937s;0;
2.574784580498866s;0;
2.575918367346939s;0;
2.5770521541950115s;0;
2.578185941043084s;0;
2.5793197278911566s;0;
2.580453514739229s;0;
2.5815873015873017s;0;
2.5827210884353744s;0;
2.5838548752834467s;0;
2.5849886621315195s;0;
2.5861224489795918s;0;
2.5872562358276645s;0;
2.588390022675737s;0;
2.5895238095238096s;7163;
2.5861451247165532s;0;
2.587278911564626s;0;
2.5884126984126983s;0;
2.589546485260771s;0;
2.5906802721088433s;0;
2.591814058956916s;0;
2.5929478458049884s;0;
2.594081632653061s;0;
2.595215419501134s;0;
2.596349206349206s;0;
2.597482993197279s;0;
2.5986167800453512s;0;
2.599750566893424s;0;
2.6008843537414967s;0;
2.602018140589569s;0;
2.603151927437642s;0;
2.604285714285714s;0;
2.605419501133787s;0;
2.606553287981859s;0;
2.607687074829932s;0;
2.6088208616780046s;0;
2.609954648526077s;0;
2.6110884353741497s;0;
2.612222222222222s;0;
2.6133560090702947s;0;
2.614489795918367s;0;
2.61562358276644s;0;
2.612244897959184s;0;
2.6133786848072567s;0;
2.614512471655329s;0;
2.6156462585034017s;0;
2.616780045351474s;0;
2.6179138321995468s;0;
2.619047619047619s;0;
2.620181405895692s;0;
2.6213151927437646s;0;
2.622448979591837s;0;
2.6235827664399096s;0;
2.624716553287982s;0;
2.6258503401360547s;0;
2.6269841269841274s;0;
2.6281179138321997s;0;
2.6292517006802725s;0;
2.630385487528345s;0;
2.6315192743764175s;0;
2.63265306122449s;0;
2.6337868480725626s;0;
2.6349206349206353s;0;
2.6360544217687076s;0;
2.6371882086167804s;0;
2.6383219954648527s;0;
2.6394557823129254s;0;
2.640589569160998s;0;
2.6417233560090705s;0;
2.6428571428571432s;1;
2.639478458049887s;0;
2.640612244897959s;0;
2.641746031746032s;0;
2.6428798185941043s;0;
2.644013605442177s;0;
2.6451473922902498s;0;
2.646281179138322s;0;
2.647414965986395s;0;
2.648548752834467s;0;
2.64968253968254s;0;
2.650816326530612s;0;
2.651950113378685s;0;
2.6530839002267577s;0;
2.65421768707483s;0;
2.6553514739229027s;0;
2.656485260770975s;0;
2.6576190476190478s;0;
2.65875283446712s;0;
2.659886621315193s;0;
2.6610204081632656s;0;
2.662154195011338s;0;
2.6632879818594106s;0;
2.664421768707483s;0;
2.6655555555555557s;0;
2.6666893424036284s;0;
2.6678231292517007s;0;
2.6689569160997735s;5;
2.665578231292517s;0;
2.6667120181405894s;0;
2.667845804988662s;0;
2.6689795918367345s;0;
2.6701133786848072s;0;
2.67124716553288s;0;
2.6723809523809523s;0;
2.673514739229025s;0;
2.6746485260770974s;0;
2.67578231292517s;0;
2.6769160997732424s;0;
2.678049886621315s;0;
2.679183673469388s;0;
2.68031746031746s;0;
2.681451247165533s;0;
2.6825850340136053s;0;
2.683718820861678s;0;
2.6848526077097508s;0;
2.685986394557823s;0;
2.687120181405896s;0;
2.688253968253968s;0;
2.689387755102041s;0;
2.690521541950113s;0;
2.691655328798186s;0;
2.6927891156462587s;0;
2.693922902494331s;0;
2.6950566893424037s;17;
2.691678004535148s;0;
2.69281179138322s;0;
2.693945578231293s;0;
2.695079365079365s;0;
2.696213151927438s;0;
2.6973469387755107s;0;
2.698480725623583s;0;
2.6996145124716557s;0;
2.700748299319728s;0;
2.701882086167801s;0;
2.703015873015873s;0;
2.704149659863946s;0;
2.7052834467120186s;0;
2.706417233560091s;0;
2.7075510204081636s;0;
2.708684807256236s;0;
2.7098185941043087s;0;
2.7109523809523814s;0;
2.7120861678004538s;0;
2.7132199546485265s;0;
2.714353741496599s;0;
2.7154875283446716s;0;
2.716621315192744s;0;
2.7177551020408166s;0;
2.7188888888888894s;0;
2.7200226757369617s;0;
2.7211564625850344s;35;
2.717777777777778s;0;
2.7189115646258504s;0;
2.720045351473923s;0;
2.7211791383219954s;0;
2.722312925170068s;0;
2.723446712018141s;0;
2.7245804988662132s;0;
2.725714285714286s;0;
2.7268480725623583s;0;
2.727981859410431s;0;
2.729115646258504s;0;
2.730249433106576s;0;
2.731383219954649s;0;
2.732517006802721s;0;
2.733650793650794s;0;
2.734784580498866s;0;
2.735918367346939s;0;
2.7370521541950117s;0;
2.738185941043084s;0;
2.7393197278911567s;0;
2.740453514739229s;0;
2.741587301587302s;0;
2.742721088435374s;0;
2.743854875283447s;0;
2.7449886621315196s;0;
2.746122448979592s;0;
2.7472562358276646s;39;
2.7438775510204083s;0;
2.7450113378684806s;0;
2.7461451247165534s;0;
2.7472789115646257s;0;
2.7484126984126984s;0;
2.749546485260771s;0;
2.7506802721088435s;0;
2.751814058956916s;0;
2.7529478458049885s;0;
2.7540816326530613s;0;
2.755215419501134s;0;
2.7563492063492063s;0;
2.757482993197279s;0;
2.7586167800453514s;0;
2.759750566893424s;0;
2.7608843537414964s;0;
2.762018140589569s;0;
2.763151927437642s;0;
2.7642857142857142s;0;
2.765419501133787s;0;
2.7665532879818593s;0;
2.767687074829932s;0;
2.7688208616780043s;0;
2.769954648526077s;0;
2.77108843537415s;0;
2.772222222222222s;0;
2.773356009070295s;28;
2.769977324263039s;0;
2.7711111111111113s;0;
2.772244897959184s;0;
2.7733786848072564s;0;
2.774512471655329s;0;
2.775646258503402s;0;
2.776780045351474s;0;
2.777913832199547s;0;
2.779047619047619s;0;
2.780181405895692s;0;
2.7813151927437647s;0;
2.782448979591837s;0;
2.7835827664399098s;0;
2.784716553287982s;0;
2.785850340136055s;0;
2.786984126984127s;0;
2.7881179138322s;0;
2.7892517006802726s;0;
2.790385487528345s;0;
2.7915192743764177s;0;
2.79265306122449s;0;
2.7937868480725627s;0;
2.7949206349206355s;0;
2.7960544217687078s;0;
2.7971882086167805s;0;
2.798321995464853s;19694;
2.7994557823129256s;9;
2.796077097505669s;0;
2.797210884353741s;0;
2.798344671201814s;0;
2.7994784580498866s;0;
2.800612244897959s;0;
2.8017460317460317s;0;
2.802879818594104s;0;
2.8040136054421767s;0;
2.805147392290249s;0;
2.8062811791383218s;0;
2.8074149659863945s;0;
2.808548752834467s;0;
2.8096825396825396s;0;
2.810816326530612s;0;
2.8119501133786846s;0;
2.813083900226757s;0;
2.8142176870748297s;0;
2.8153514739229024s;0;
2.8164852607709747s;0;
2.8176190476190475s;0;
2.8187528344671198s;1535;
2.8198866213151925s;0;
2.8210204081632653s;0;
2.8221541950113376s;0;
2.8232879818594103s;0;
2.8244217687074826s;0;
2.8255555555555554s;54;
2.8221768707482995s;0;
2.823310657596372s;0;
2.8244444444444445s;0;
2.8255782312925173s;0;
2.8267120181405896s;0;
2.8278458049886623s;0;
2.8289795918367346s;0;
2.8301133786848074s;0;
2.8312471655328797s;0;
2.8323809523809524s;0;
2.833514739229025s;0;
2.8346485260770975s;0;
2.8357823129251702s;0;
2.8369160997732425s;0;
2.8380498866213153s;0;
2.839183673469388s;0;
2.8403174603174604s;0;
2.841451247165533s;0;
2.8425850340136054s;0;
2.843718820861678s;0;
2.8448526077097505s;0;
2.845986394557823s;0;
2.847120181405896s;0;
2.8482539682539683s;0;
2.849387755102041s;0;
2.8505215419501133s;0;
2.851655328798186s;127;
2.8482766439909297s;0;
2.849410430839002s;0;
2.8505442176870748s;0;
2.8516780045351475s;0;
2.85281179138322s;0;
2.8539455782312926s;0;
2.855079365079365s;0;
2.8562131519274376s;0;
2.85734693877551s;0;
2.8584807256235827s;0;
2.8596145124716554s;0;
2.8607482993197277s;0;
2.8618820861678005s;0;
2.863015873015873s;0;
2.8641496598639455s;0;
2.8652834467120183s;0;
2.8664172335600906s;0;
2.8675510204081633s;0;
2.8686848072562356s;0;
2.8698185941043084s;0;
2.8709523809523807s;0;
2.8720861678004534s;0;
2.873219954648526s;0;
2.8743537414965985s;0;
2.8754875283446713s;0;
2.8766213151927436s;0;
2.8777551020408163s;135;
2.87437641723356s;0;
2.8755102040816323s;0;
2.876643990929705s;0;
2.8777777777777778s;0;
2.87891156462585s;0;
2.880045351473923s;0;
2.881179138321995s;0;
2.882312925170068s;0;
2.8834467120181406s;0;
2.884580498866213s;0;
2.8857142857142857s;0;
2.886848072562358s;0;
2.8879818594104307s;0;
2.889115646258503s;0;
2.890249433106576s;0;
2.8913832199546485s;0;
2.892517006802721s;0;
2.8936507936507936s;0;
2.894784580498866s;0;
2.8959183673469386s;0;
2.897052154195011s;0;
2.8981859410430837s;0;
2.8993197278911564s;0;
2.9004535147392287s;0;
2.9015873015873015s;0;
2.902721088435374s;0;
2.9038548752834465s;99;
2.9004761904761907s;0;
2.901609977324263s;0;
2.9027437641723357s;0;
2.9038775510204085s;0;
2.9050113378684808s;0;
2.9061451247165535s;0;
2.907278911564626s;0;
2.9084126984126986s;0;
2.9095464852607713s;0;
2.9106802721088436s;0;
2.9118140589569164s;0;
2.9129478458049887s;0;
2.9140816326530614s;0;
2.9152154195011337s;0;
2.9163492063492065s;0;
2.917482993197279s;0;
2.9186167800453515s;0;
2.9197505668934243s;0;
2.9208843537414966s;0;
2.9220181405895693s;0;
2.923151927437642s;0;
2.9242857142857144s;0;
2.925419501133787s;0;
2.9265532879818594s;0;
2.927687074829932s;0;
2.9288208616780045s;0;
2.9299546485260772s;226;
2.926575963718821s;0;
2.9277097505668936s;0;
2.928843537414966s;0;
2.9299773242630387s;0;
2.931111111111111s;0;
2.9322448979591837s;0;
2.933378684807256s;0;
2.934512471655329s;0;
2.9356462585034016s;0;
2.936780045351474s;0;
2.9379138321995466s;0;
2.939047619047619s;0;
2.9401814058956917s;0;
2.941315192743764s;0;
